,agency_code,career_cluster,num_concentrators,Title I Served School,District Name,cte_count
50,010324,AAVC,83,0,Alamance-Burlington Schools,11
51,010324,AGNR,9,0,Alamance-Burlington Schools,11
52,010324,ARCH,27,0,Alamance-Burlington Schools,11
53,010324,BMA,1,0,Alamance-Burlington Schools,11
54,010324,FINA,5,0,Alamance-Burlington Schools,11
55,010324,HLTH,25,0,Alamance-Burlington Schools,11
56,010324,HOSP,15,0,Alamance-Burlington Schools,11
57,010324,HUMA,23,0,Alamance-Burlington Schools,11
58,010324,INFO,1,0,Alamance-Burlington Schools,11
59,010324,LAW,1,0,Alamance-Burlington Schools,11
60,010324,STEM,11,0,Alamance-Burlington Schools,11
120,010348,AAVC,2,0,Alamance-Burlington Schools,9
121,010348,ARCH,12,0,Alamance-Burlington Schools,9
122,010348,BMA,1,0,Alamance-Burlington Schools,9
123,010348,HLTH,9,0,Alamance-Burlington Schools,9
124,010348,HUMA,27,0,Alamance-Burlington Schools,9
125,010348,INFO,1,0,Alamance-Burlington Schools,9
126,010348,LAW,5,0,Alamance-Burlington Schools,9
127,010348,STEM,1,0,Alamance-Burlington Schools,9
128,010348,TRAN,1,0,Alamance-Burlington Schools,9
189,010360,AAVC,8,0,Alamance-Burlington Schools,10
190,010360,AGNR,16,0,Alamance-Burlington Schools,10
191,010360,ARCH,5,0,Alamance-Burlington Schools,10
192,010360,FINA,13,0,Alamance-Burlington Schools,10
193,010360,HLTH,29,0,Alamance-Burlington Schools,10
194,010360,HOSP,32,0,Alamance-Burlington Schools,10
195,010360,HUMA,46,0,Alamance-Burlington Schools,10
196,010360,LAW,4,0,Alamance-Burlington Schools,10
197,010360,STEM,3,0,Alamance-Burlington Schools,10
198,010360,TRAN,4,0,Alamance-Burlington Schools,10
255,010388,AAVC,10,0,Alamance-Burlington Schools,10
256,010388,AGNR,113,0,Alamance-Burlington Schools,10
257,010388,ARCH,23,0,Alamance-Burlington Schools,10
258,010388,BMA,2,0,Alamance-Burlington Schools,10
259,010388,HLTH,42,0,Alamance-Burlington Schools,10
260,010388,HUMA,28,0,Alamance-Burlington Schools,10
261,010388,INFO,7,0,Alamance-Burlington Schools,10
262,010388,LAW,11,0,Alamance-Burlington Schools,10
263,010388,STEM,4,0,Alamance-Burlington Schools,10
264,010388,TRAN,1,0,Alamance-Burlington Schools,10
329,010396,AAVC,94,0,Alamance-Burlington Schools,10
330,010396,ARCH,17,0,Alamance-Burlington Schools,10
331,010396,FINA,20,0,Alamance-Burlington Schools,10
332,010396,HLTH,41,0,Alamance-Burlington Schools,10
333,010396,HOSP,29,0,Alamance-Burlington Schools,10
334,010396,HUMA,41,0,Alamance-Burlington Schools,10
335,010396,INFO,8,0,Alamance-Burlington Schools,10
336,010396,LAW,1,0,Alamance-Burlington Schools,10
337,010396,STEM,13,0,Alamance-Burlington Schools,10
338,010396,TRAN,6,0,Alamance-Burlington Schools,10
397,010400,AAVC,2,0,Alamance-Burlington Schools,10
398,010400,AGNR,19,0,Alamance-Burlington Schools,10
399,010400,ARCH,45,0,Alamance-Burlington Schools,10
400,010400,BMA,1,0,Alamance-Burlington Schools,10
401,010400,HLTH,19,0,Alamance-Burlington Schools,10
402,010400,HUMA,26,0,Alamance-Burlington Schools,10
403,010400,INFO,2,0,Alamance-Burlington Schools,10
404,010400,LAW,7,0,Alamance-Burlington Schools,10
405,010400,STEM,3,0,Alamance-Burlington Schools,10
406,010400,TRAN,3,0,Alamance-Burlington Schools,10
465,020302,AAVC,25,0,Alexander County Schools,8
466,020302,AGNR,55,0,Alexander County Schools,8
467,020302,ARCH,55,0,Alexander County Schools,8
468,020302,BMA,10,0,Alexander County Schools,8
469,020302,HLTH,33,0,Alexander County Schools,8
470,020302,HUMA,76,0,Alexander County Schools,8
471,020302,INFO,1,0,Alexander County Schools,8
472,020302,STEM,9,0,Alexander County Schools,8
529,030304,AAVC,30,0,Alleghany County Schools,7
530,030304,AGNR,24,0,Alleghany County Schools,7
531,030304,ARCH,5,0,Alleghany County Schools,7
532,030304,HLTH,13,0,Alleghany County Schools,7
533,030304,HUMA,17,0,Alleghany County Schools,7
534,030304,LAW,3,0,Alleghany County Schools,7
535,030304,TRAN,7,0,Alleghany County Schools,7
586,040306,AAVC,1,0,Anson County Schools,9
587,040306,AGNR,11,0,Anson County Schools,9
588,040306,ARCH,6,0,Anson County Schools,9
589,040306,HLTH,10,0,Anson County Schools,9
590,040306,HUMA,13,0,Anson County Schools,9
591,040306,LAW,1,0,Anson County Schools,9
592,040306,MRKT,8,0,Anson County Schools,9
593,040306,STEM,10,0,Anson County Schools,9
594,040306,TRAN,17,0,Anson County Schools,9
652,050302,AGNR,9,0,Ashe County Schools,10
653,050302,ARCH,6,0,Ashe County Schools,10
654,050302,BMA,1,0,Ashe County Schools,10
655,050302,EDUC,4,0,Ashe County Schools,10
656,050302,HLTH,24,0,Ashe County Schools,10
657,050302,HOSP,2,0,Ashe County Schools,10
658,050302,HUMA,2,0,Ashe County Schools,10
659,050302,MANU,13,0,Ashe County Schools,10
660,050302,STEM,6,0,Ashe County Schools,10
661,050302,TRAN,9,0,Ashe County Schools,10
711,060302,AGNR,13,0,Avery County Schools,6
712,060302,ARCH,8,0,Avery County Schools,6
713,060302,HLTH,6,0,Avery County Schools,6
714,060302,HOSP,6,0,Avery County Schools,6
715,060302,MANU,16,0,Avery County Schools,6
716,060302,STEM,9,0,Avery County Schools,6
748,070310,TRAN,1,0,Beaufort County Schools,1
777,070311,INFO,1,0,Beaufort County Schools,4
778,070311,MANU,3,0,Beaufort County Schools,4
779,070311,MRKT,1,0,Beaufort County Schools,4
780,070311,TRAN,1,0,Beaufort County Schools,4
822,070330,AGNR,3,0,Beaufort County Schools,7
823,070330,ARCH,10,0,Beaufort County Schools,7
824,070330,HLTH,9,0,Beaufort County Schools,7
825,070330,HUMA,7,0,Beaufort County Schools,7
826,070330,LAW,2,0,Beaufort County Schools,7
827,070330,MANU,2,0,Beaufort County Schools,7
828,070330,TRAN,5,0,Beaufort County Schools,7
873,070339,ARCH,2,0,Beaufort County Schools,5
874,070339,HLTH,7,0,Beaufort County Schools,5
875,070339,HUMA,18,0,Beaufort County Schools,5
876,070339,LAW,4,0,Beaufort County Schools,5
877,070339,MANU,34,0,Beaufort County Schools,5
926,070342,AGNR,12,0,Beaufort County Schools,5
927,070342,ARCH,4,0,Beaufort County Schools,5
928,070342,HLTH,9,0,Beaufort County Schools,5
929,070342,HUMA,14,0,Beaufort County Schools,5
930,070342,MANU,9,0,Beaufort County Schools,5
958,080311,AGNR,18,1,Bertie County Schools,2
959,080311,TRAN,1,1,Bertie County Schools,2
1006,080312,BMA,11,1,Bertie County Schools,5
1007,080312,HUMA,48,1,Bertie County Schools,5
1008,080312,MANU,2,1,Bertie County Schools,5
1009,080312,STEM,4,1,Bertie County Schools,5
1010,080312,TRAN,6,1,Bertie County Schools,5
1067,090330,AAVC,3,0,Bladen County Schools,9
1068,090330,AGNR,16,0,Bladen County Schools,9
1069,090330,ARCH,19,0,Bladen County Schools,9
1070,090330,BMA,10,0,Bladen County Schools,9
1071,090330,HLTH,31,0,Bladen County Schools,9
1072,090330,HUMA,33,0,Bladen County Schools,9
1073,090330,LAW,6,0,Bladen County Schools,9
1074,090330,MANU,7,0,Bladen County Schools,9
1075,090330,TRAN,10,0,Bladen County Schools,9
1127,090368,AGNR,44,0,Bladen County Schools,6
1128,090368,ARCH,16,0,Bladen County Schools,6
1129,090368,BMA,2,0,Bladen County Schools,6
1130,090368,HLTH,56,0,Bladen County Schools,6
1131,090368,HUMA,51,0,Bladen County Schools,6
1132,090368,MANU,22,0,Bladen County Schools,6
1156,100307,BMA,1,0,Brunswick County Schools,1
1223,100326,AAVC,4,0,Brunswick County Schools,4
1224,100326,ARCH,1,0,Brunswick County Schools,4
1225,100326,HLTH,13,0,Brunswick County Schools,4
1226,100326,HUMA,23,0,Brunswick County Schools,4
1278,100334,AGNR,20,0,Brunswick County Schools,7
1279,100334,ARCH,21,0,Brunswick County Schools,7
1280,100334,BMA,1,0,Brunswick County Schools,7
1281,100334,HLTH,22,0,Brunswick County Schools,7
1282,100334,HUMA,24,0,Brunswick County Schools,7
1283,100334,INFO,1,0,Brunswick County Schools,7
1284,100334,STEM,11,0,Brunswick County Schools,7
1337,100348,AAVC,6,0,Brunswick County Schools,9
1338,100348,AGNR,24,0,Brunswick County Schools,9
1339,100348,HLTH,43,0,Brunswick County Schools,9
1340,100348,HOSP,8,0,Brunswick County Schools,9
1341,100348,HUMA,64,0,Brunswick County Schools,9
1342,100348,INFO,1,0,Brunswick County Schools,9
1343,100348,LAW,3,0,Brunswick County Schools,9
1344,100348,STEM,1,0,Brunswick County Schools,9
1345,100348,TRAN,8,0,Brunswick County Schools,9
1382,110303,AGNR,6,0,Buncombe County Schools,3
1383,110303,HLTH,1,0,Buncombe County Schools,3
1384,110303,HUMA,8,0,Buncombe County Schools,3
1436,110304,AAVC,33,0,Buncombe County Schools,9
1437,110304,AGNR,10,0,Buncombe County Schools,9
1438,110304,ARCH,18,0,Buncombe County Schools,9
1439,110304,BMA,6,0,Buncombe County Schools,9
1440,110304,HLTH,50,0,Buncombe County Schools,9
1441,110304,HOSP,37,0,Buncombe County Schools,9
1442,110304,HUMA,32,0,Buncombe County Schools,9
1443,110304,MRKT,10,0,Buncombe County Schools,9
1444,110304,TRAN,8,0,Buncombe County Schools,9
1488,110323,HUMA,1,0,Buncombe County Schools,2
1489,110323,MANU,2,0,Buncombe County Schools,2
1535,110336,AAVC,21,0,Buncombe County Schools,8
1536,110336,AGNR,35,0,Buncombe County Schools,8
1537,110336,ARCH,8,0,Buncombe County Schools,8
1538,110336,HLTH,27,0,Buncombe County Schools,8
1539,110336,HOSP,23,0,Buncombe County Schools,8
1540,110336,HUMA,15,0,Buncombe County Schools,8
1541,110336,MANU,7,0,Buncombe County Schools,8
1542,110336,STEM,8,0,Buncombe County Schools,8
1593,110340,AAVC,11,0,Buncombe County Schools,7
1594,110340,AGNR,31,0,Buncombe County Schools,7
1595,110340,ARCH,20,0,Buncombe County Schools,7
1596,110340,HLTH,58,0,Buncombe County Schools,7
1597,110340,HOSP,18,0,Buncombe County Schools,7
1598,110340,HUMA,55,0,Buncombe County Schools,7
1599,110340,MANU,4,0,Buncombe County Schools,7
1654,110352,AAVC,7,0,Buncombe County Schools,7
1655,110352,AGNR,47,0,Buncombe County Schools,7
1656,110352,ARCH,7,0,Buncombe County Schools,7
1657,110352,HLTH,43,0,Buncombe County Schools,7
1658,110352,HOSP,28,0,Buncombe County Schools,7
1659,110352,HUMA,15,0,Buncombe County Schools,7
1660,110352,TRAN,5,0,Buncombe County Schools,7
1713,110380,AGNR,38,0,Buncombe County Schools,8
1714,110380,ARCH,46,0,Buncombe County Schools,8
1715,110380,BMA,9,0,Buncombe County Schools,8
1716,110380,HLTH,34,0,Buncombe County Schools,8
1717,110380,HOSP,22,0,Buncombe County Schools,8
1718,110380,HUMA,26,0,Buncombe County Schools,8
1719,110380,MANU,32,0,Buncombe County Schools,8
1720,110380,TRAN,1,0,Buncombe County Schools,8
1776,110416,AAVC,25,0,Buncombe County Schools,7
1777,110416,AGNR,20,0,Buncombe County Schools,7
1778,110416,ARCH,18,0,Buncombe County Schools,7
1779,110416,HLTH,60,0,Buncombe County Schools,7
1780,110416,HUMA,46,0,Buncombe County Schools,7
1781,110416,INFO,1,0,Buncombe County Schools,7
1782,110416,TRAN,2,0,Buncombe County Schools,7
1833,111302,AAVC,28,0,Asheville City Schools,4
1834,111302,HLTH,22,0,Asheville City Schools,4
1835,111302,HOSP,24,0,Asheville City Schools,4
1836,111302,HUMA,1,0,Asheville City Schools,4
1875,111700,AAVC,12,0,Asheville City Schools,2
1876,111700,HLTH,4,0,Asheville City Schools,2
1939,120310,AAVC,1,0,Burke County Schools,8
1940,120310,ARCH,1,0,Burke County Schools,8
1941,120310,BMA,1,0,Burke County Schools,8
1942,120310,HLTH,1,0,Burke County Schools,8
1943,120310,HUMA,1,0,Burke County Schools,8
1944,120310,LAW,2,0,Burke County Schools,8
1945,120310,MANU,1,0,Burke County Schools,8
1946,120310,STEM,1,0,Burke County Schools,8
1994,120314,AAVC,3,0,Burke County Schools,8
1995,120314,AGNR,19,0,Burke County Schools,8
1996,120314,ARCH,21,0,Burke County Schools,8
1997,120314,HLTH,22,0,Burke County Schools,8
1998,120314,HUMA,32,0,Burke County Schools,8
1999,120314,LAW,1,0,Burke County Schools,8
2000,120314,MANU,9,0,Burke County Schools,8
2001,120314,STEM,1,0,Burke County Schools,8
2055,120318,AGNR,4,0,Burke County Schools,9
2056,120318,ARCH,14,0,Burke County Schools,9
2057,120318,BMA,2,0,Burke County Schools,9
2058,120318,HLTH,12,0,Burke County Schools,9
2059,120318,HUMA,62,0,Burke County Schools,9
2060,120318,LAW,8,0,Burke County Schools,9
2061,120318,MANU,2,0,Burke County Schools,9
2062,120318,STEM,7,0,Burke County Schools,9
2063,120318,TRAN,4,0,Burke County Schools,9
2117,120346,ARCH,9,0,Burke County Schools,5
2118,120346,BMA,2,0,Burke County Schools,5
2119,120346,HLTH,14,0,Burke County Schools,5
2120,120346,HUMA,12,0,Burke County Schools,5
2121,120346,LAW,6,0,Burke County Schools,5
2174,120370,AAVC,13,0,Burke County Schools,7
2175,120370,ARCH,9,0,Burke County Schools,7
2176,120370,BMA,3,0,Burke County Schools,7
2177,120370,HLTH,16,0,Burke County Schools,7
2178,120370,LAW,20,0,Burke County Schools,7
2179,120370,STEM,13,0,Burke County Schools,7
2180,120370,TRAN,9,0,Burke County Schools,7
2240,130307,AAVC,28,0,Cabarrus County Schools,12
2241,130307,AGNR,12,0,Cabarrus County Schools,12
2242,130307,ARCH,19,0,Cabarrus County Schools,12
2243,130307,BMA,4,0,Cabarrus County Schools,12
2244,130307,FINA,6,0,Cabarrus County Schools,12
2245,130307,HLTH,82,0,Cabarrus County Schools,12
2246,130307,HOSP,39,0,Cabarrus County Schools,12
2247,130307,HUMA,62,0,Cabarrus County Schools,12
2248,130307,INFO,46,0,Cabarrus County Schools,12
2249,130307,LAW,1,0,Cabarrus County Schools,12
2250,130307,MRKT,16,0,Cabarrus County Schools,12
2251,130307,STEM,12,0,Cabarrus County Schools,12
2313,130310,AGNR,20,0,Cabarrus County Schools,8
2314,130310,ARCH,38,0,Cabarrus County Schools,8
2315,130310,BMA,4,0,Cabarrus County Schools,8
2316,130310,HLTH,38,0,Cabarrus County Schools,8
2317,130310,HUMA,36,0,Cabarrus County Schools,8
2318,130310,INFO,1,0,Cabarrus County Schools,8
2319,130310,LAW,1,0,Cabarrus County Schools,8
2320,130310,STEM,27,0,Cabarrus County Schools,8
2372,130314,ARCH,34,0,Cabarrus County Schools,6
2373,130314,EDUC,5,0,Cabarrus County Schools,6
2374,130314,HLTH,9,0,Cabarrus County Schools,6
2375,130314,HOSP,11,0,Cabarrus County Schools,6
2376,130314,HUMA,50,0,Cabarrus County Schools,6
2377,130314,LAW,33,0,Cabarrus County Schools,6
2437,130316,AAVC,7,0,Cabarrus County Schools,10
2438,130316,ARCH,5,0,Cabarrus County Schools,10
2439,130316,HLTH,29,0,Cabarrus County Schools,10
2440,130316,HUMA,41,0,Cabarrus County Schools,10
2441,130316,INFO,1,0,Cabarrus County Schools,10
2442,130316,LAW,1,0,Cabarrus County Schools,10
2443,130316,MANU,3,0,Cabarrus County Schools,10
2444,130316,MRKT,9,0,Cabarrus County Schools,10
2445,130316,STEM,64,0,Cabarrus County Schools,10
2446,130316,TRAN,11,0,Cabarrus County Schools,10
2527,130324,AAVC,13,0,Cabarrus County Schools,11
2528,130324,AGNR,33,0,Cabarrus County Schools,11
2529,130324,ARCH,11,0,Cabarrus County Schools,11
2530,130324,BMA,2,0,Cabarrus County Schools,11
2531,130324,EDUC,2,0,Cabarrus County Schools,11
2532,130324,HLTH,20,0,Cabarrus County Schools,11
2533,130324,HOSP,10,0,Cabarrus County Schools,11
2534,130324,HUMA,10,0,Cabarrus County Schools,11
2535,130324,INFO,1,0,Cabarrus County Schools,11
2536,130324,LAW,1,0,Cabarrus County Schools,11
2537,130324,TRAN,18,0,Cabarrus County Schools,11
2595,130326,AAVC,7,0,Cabarrus County Schools,9
2596,130326,AGNR,18,0,Cabarrus County Schools,9
2597,130326,ARCH,23,0,Cabarrus County Schools,9
2598,130326,EDUC,1,0,Cabarrus County Schools,9
2599,130326,HLTH,45,0,Cabarrus County Schools,9
2600,130326,HUMA,63,0,Cabarrus County Schools,9
2601,130326,INFO,3,0,Cabarrus County Schools,9
2602,130326,STEM,14,0,Cabarrus County Schools,9
2603,130326,TRAN,8,0,Cabarrus County Schools,9
2668,130332,AAVC,10,0,Cabarrus County Schools,9
2669,130332,AGNR,13,0,Cabarrus County Schools,9
2670,130332,ARCH,2,0,Cabarrus County Schools,9
2671,130332,HLTH,72,0,Cabarrus County Schools,9
2672,130332,HOSP,14,0,Cabarrus County Schools,9
2673,130332,HUMA,27,0,Cabarrus County Schools,9
2674,130332,INFO,2,0,Cabarrus County Schools,9
2675,130332,STEM,11,0,Cabarrus County Schools,9
2676,130332,TRAN,1,0,Cabarrus County Schools,9
2722,130333,BMA,2,0,Cabarrus County Schools,2
2723,130333,HUMA,1,0,Cabarrus County Schools,2
2780,132304,AAVC,3,0,Kannapolis City Schools,10
2781,132304,ARCH,34,0,Kannapolis City Schools,10
2782,132304,HLTH,63,0,Kannapolis City Schools,10
2783,132304,HOSP,8,0,Kannapolis City Schools,10
2784,132304,HUMA,24,0,Kannapolis City Schools,10
2785,132304,INFO,1,0,Kannapolis City Schools,10
2786,132304,LAW,7,0,Kannapolis City Schools,10
2787,132304,MANU,5,0,Kannapolis City Schools,10
2788,132304,STEM,31,0,Kannapolis City Schools,10
2789,132304,TRAN,3,0,Kannapolis City Schools,10
2834,140305,HLTH,14,0,Caldwell County Schools,3
2835,140305,INFO,29,0,Caldwell County Schools,3
2836,140305,STEM,39,0,Caldwell County Schools,3
2884,140348,AAVC,3,0,Caldwell County Schools,7
2885,140348,ARCH,17,0,Caldwell County Schools,7
2886,140348,HLTH,29,0,Caldwell County Schools,7
2887,140348,HUMA,52,0,Caldwell County Schools,7
2888,140348,MANU,1,0,Caldwell County Schools,7
2889,140348,STEM,1,0,Caldwell County Schools,7
2890,140348,TRAN,1,0,Caldwell County Schools,7
2951,140386,AAVC,2,0,Caldwell County Schools,10
2952,140386,AGNR,9,0,Caldwell County Schools,10
2953,140386,ARCH,28,0,Caldwell County Schools,10
2954,140386,BMA,1,0,Caldwell County Schools,10
2955,140386,HLTH,55,0,Caldwell County Schools,10
2956,140386,HUMA,41,0,Caldwell County Schools,10
2957,140386,INFO,3,0,Caldwell County Schools,10
2958,140386,LAW,1,0,Caldwell County Schools,10
2959,140386,STEM,17,0,Caldwell County Schools,10
2960,140386,TRAN,5,0,Caldwell County Schools,10
3018,140390,AGNR,5,0,Caldwell County Schools,8
3019,140390,ARCH,9,0,Caldwell County Schools,8
3020,140390,HLTH,21,0,Caldwell County Schools,8
3021,140390,HOSP,1,0,Caldwell County Schools,8
3022,140390,HUMA,30,0,Caldwell County Schools,8
3023,140390,MANU,1,0,Caldwell County Schools,8
3024,140390,STEM,4,0,Caldwell County Schools,8
3025,140390,TRAN,4,0,Caldwell County Schools,8
3066,150304,AGNR,9,1,Camden County Schools,7
3067,150304,ARCH,4,1,Camden County Schools,7
3068,150304,HLTH,17,1,Camden County Schools,7
3069,150304,HOSP,19,1,Camden County Schools,7
3070,150304,HUMA,24,1,Camden County Schools,7
3071,150304,LAW,6,1,Camden County Schools,7
3072,150304,MANU,4,1,Camden County Schools,7
3117,160313,ARCH,4,0,Carteret County Public Schools,4
3118,160313,HLTH,4,0,Carteret County Public Schools,4
3119,160313,HUMA,27,0,Carteret County Public Schools,4
3120,160313,MANU,8,0,Carteret County Public Schools,4
3165,160314,AGNR,23,0,Carteret County Public Schools,8
3166,160314,ARCH,11,0,Carteret County Public Schools,8
3167,160314,HLTH,17,0,Carteret County Public Schools,8
3168,160314,HOSP,56,0,Carteret County Public Schools,8
3169,160314,HUMA,5,0,Carteret County Public Schools,8
3170,160314,INFO,3,0,Carteret County Public Schools,8
3171,160314,LAW,1,0,Carteret County Public Schools,8
3172,160314,STEM,13,0,Carteret County Public Schools,8
3222,160344,AGNR,19,0,Carteret County Public Schools,7
3223,160344,ARCH,7,0,Carteret County Public Schools,7
3224,160344,HLTH,33,0,Carteret County Public Schools,7
3225,160344,HOSP,32,0,Carteret County Public Schools,7
3226,160344,HUMA,11,0,Carteret County Public Schools,7
3227,160344,INFO,3,0,Carteret County Public Schools,7
3228,160344,STEM,6,0,Carteret County Public Schools,7
3278,170316,AGNR,20,0,Caswell County Schools,6
3279,170316,HLTH,22,0,Caswell County Schools,6
3280,170316,HUMA,17,0,Caswell County Schools,6
3281,170316,LAW,15,0,Caswell County Schools,6
3282,170316,MANU,16,0,Caswell County Schools,6
3283,170316,TRAN,12,0,Caswell County Schools,6
3337,180308,AAVC,7,0,Catawba County Schools,9
3338,180308,AGNR,34,0,Catawba County Schools,9
3339,180308,ARCH,6,0,Catawba County Schools,9
3340,180308,HLTH,18,0,Catawba County Schools,9
3341,180308,HOSP,14,0,Catawba County Schools,9
3342,180308,HUMA,33,0,Catawba County Schools,9
3343,180308,MANU,1,0,Catawba County Schools,9
3344,180308,STEM,2,0,Catawba County Schools,9
3345,180308,TRAN,3,0,Catawba County Schools,9
3394,180320,AAVC,20,0,Catawba County Schools,5
3395,180320,AGNR,23,0,Catawba County Schools,5
3396,180320,HLTH,57,0,Catawba County Schools,5
3397,180320,STEM,7,0,Catawba County Schools,5
3398,180320,TRAN,6,0,Catawba County Schools,5
3481,180340,AGNR,6,0,Catawba County Schools,8
3482,180340,ARCH,7,0,Catawba County Schools,8
3483,180340,EDUC,1,0,Catawba County Schools,8
3484,180340,HLTH,33,0,Catawba County Schools,8
3485,180340,HUMA,26,0,Catawba County Schools,8
3486,180340,INFO,1,0,Catawba County Schools,8
3487,180340,MANU,11,0,Catawba County Schools,8
3488,180340,STEM,7,0,Catawba County Schools,8
3543,180348,AAVC,11,0,Catawba County Schools,6
3544,180348,ARCH,19,0,Catawba County Schools,6
3545,180348,HLTH,30,0,Catawba County Schools,6
3546,180348,HOSP,6,0,Catawba County Schools,6
3547,180348,HUMA,1,0,Catawba County Schools,6
3548,180348,TRAN,6,0,Catawba County Schools,6
3598,180376,AAVC,5,0,Catawba County Schools,6
3599,180376,AGNR,11,0,Catawba County Schools,6
3600,180376,ARCH,24,0,Catawba County Schools,6
3601,180376,HLTH,27,0,Catawba County Schools,6
3602,180376,HUMA,13,0,Catawba County Schools,6
3603,180376,STEM,15,0,Catawba County Schools,6
3646,181318,AAVC,3,0,Hickory City Schools,6
3647,181318,HLTH,9,0,Hickory City Schools,6
3648,181318,HOSP,6,0,Hickory City Schools,6
3649,181318,HUMA,9,0,Hickory City Schools,6
3650,181318,INFO,5,0,Hickory City Schools,6
3651,181318,LAW,2,0,Hickory City Schools,6
3697,181322,ARCH,1,0,Hickory City Schools,5
3698,181322,HLTH,18,0,Hickory City Schools,5
3699,181322,HUMA,24,0,Hickory City Schools,5
3700,181322,LAW,4,0,Hickory City Schools,5
3701,181322,TRAN,8,0,Hickory City Schools,5
3747,182316,AAVC,28,0,Newton Conover City Schools,4
3748,182316,ARCH,14,0,Newton Conover City Schools,4
3749,182316,HLTH,29,0,Newton Conover City Schools,4
3750,182316,HUMA,14,0,Newton Conover City Schools,4
3837,190316,AGNR,18,0,Chatham County Schools,7
3838,190316,ARCH,2,0,Chatham County Schools,7
3839,190316,BMA,2,0,Chatham County Schools,7
3840,190316,HLTH,7,0,Chatham County Schools,7
3841,190316,HOSP,1,0,Chatham County Schools,7
3842,190316,LAW,2,0,Chatham County Schools,7
3843,190316,MANU,3,0,Chatham County Schools,7
3894,190336,AAVC,8,0,Chatham County Schools,10
3895,190336,AGNR,18,0,Chatham County Schools,10
3896,190336,ARCH,9,0,Chatham County Schools,10
3897,190336,HLTH,16,0,Chatham County Schools,10
3898,190336,HOSP,12,0,Chatham County Schools,10
3899,190336,HUMA,25,0,Chatham County Schools,10
3900,190336,LAW,1,0,Chatham County Schools,10
3901,190336,MANU,1,0,Chatham County Schools,10
3902,190336,MRKT,11,0,Chatham County Schools,10
3903,190336,TRAN,2,0,Chatham County Schools,10
3960,190342,AAVC,4,0,Chatham County Schools,10
3961,190342,AGNR,25,0,Chatham County Schools,10
3962,190342,ARCH,17,0,Chatham County Schools,10
3963,190342,HLTH,41,0,Chatham County Schools,10
3964,190342,HOSP,29,0,Chatham County Schools,10
3965,190342,HUMA,35,0,Chatham County Schools,10
3966,190342,INFO,19,0,Chatham County Schools,10
3967,190342,LAW,12,0,Chatham County Schools,10
3968,190342,MANU,2,0,Chatham County Schools,10
3969,190342,TRAN,2,0,Chatham County Schools,10
4005,19A000,HLTH,3,1,Charter Schools,4
4006,19A000,INFO,3,1,Charter Schools,4
4007,19A000,MRKT,1,1,Charter Schools,4
4008,19A000,TRAN,2,1,Charter Schools,4
4044,200308,HLTH,6,0,Cherokee County Schools,5
4045,200308,HOSP,10,0,Cherokee County Schools,5
4046,200308,HUMA,7,0,Cherokee County Schools,5
4047,200308,LAW,18,0,Cherokee County Schools,5
4048,200308,TRAN,3,0,Cherokee County Schools,5
4083,200314,HLTH,9,0,Cherokee County Schools,4
4084,200314,HOSP,9,0,Cherokee County Schools,4
4085,200314,HUMA,15,0,Cherokee County Schools,4
4086,200314,MANU,2,0,Cherokee County Schools,4
4155,200328,AAVC,8,0,Cherokee County Schools,8
4156,200328,AGNR,5,0,Cherokee County Schools,8
4157,200328,ARCH,13,0,Cherokee County Schools,8
4158,200328,BMA,12,0,Cherokee County Schools,8
4159,200328,HLTH,19,0,Cherokee County Schools,8
4160,200328,HUMA,25,0,Cherokee County Schools,8
4161,200328,MANU,2,0,Cherokee County Schools,8
4162,200328,TRAN,3,0,Cherokee County Schools,8
4194,200350,HOSP,1,0,Cherokee County Schools,3
4195,200350,MANU,2,0,Cherokee County Schools,3
4196,200350,TRAN,2,0,Cherokee County Schools,3
4236,210312,AGNR,14,0,Edenton-Chowan Schools,6
4237,210312,ARCH,1,0,Edenton-Chowan Schools,6
4238,210312,HLTH,45,0,Edenton-Chowan Schools,6
4239,210312,HUMA,28,0,Edenton-Chowan Schools,6
4240,210312,MANU,26,0,Edenton-Chowan Schools,6
4241,210312,STEM,19,0,Edenton-Chowan Schools,6
4281,220310,AGNR,11,0,Clay County Schools,6
4282,220310,ARCH,3,0,Clay County Schools,6
4283,220310,BMA,14,0,Clay County Schools,6
4284,220310,HLTH,47,0,Clay County Schools,6
4285,220310,HUMA,17,0,Clay County Schools,6
4286,220310,TRAN,6,0,Clay County Schools,6
4339,230312,AGNR,48,0,Cleveland County Schools,7
4340,230312,ARCH,26,0,Cleveland County Schools,7
4341,230312,HLTH,25,0,Cleveland County Schools,7
4342,230312,HOSP,12,0,Cleveland County Schools,7
4343,230312,HUMA,55,0,Cleveland County Schools,7
4344,230312,LAW,1,0,Cleveland County Schools,7
4345,230312,MANU,12,0,Cleveland County Schools,7
4426,230324,AGNR,21,0,Cleveland County Schools,11
4427,230324,ARCH,8,0,Cleveland County Schools,11
4428,230324,BMA,1,0,Cleveland County Schools,11
4429,230324,EDUC,2,0,Cleveland County Schools,11
4430,230324,HLTH,36,0,Cleveland County Schools,11
4431,230324,HOSP,27,0,Cleveland County Schools,11
4432,230324,HUMA,20,0,Cleveland County Schools,11
4433,230324,LAW,10,0,Cleveland County Schools,11
4434,230324,MANU,42,0,Cleveland County Schools,11
4435,230324,STEM,1,0,Cleveland County Schools,11
4436,230324,TRAN,7,0,Cleveland County Schools,11
