,agency_code,career_cluster,num_concentrators,Title I Served School,District Name
17019,680332,HOSP,9,0,Orange County Schools
17020,680332,HUMA,27,0,Orange County Schools
17021,680332,INFO,9,0,Orange County Schools
17022,680332,LAW,15,0,Orange County Schools
17023,680332,MANU,1,0,Orange County Schools
17024,680332,STEM,1,0,Orange County Schools
17085,681305,AAVC,25,0,Chapel Hill-Carrboro Schools
17086,681305,HLTH,1,0,Chapel Hill-Carrboro Schools
17087,681305,MRKT,13,0,Chapel Hill-Carrboro Schools
17130,681308,AAVC,25,0,Chapel Hill-Carrboro Schools
17131,681308,ARCH,16,0,Chapel Hill-Carrboro Schools
17132,681308,BMA,9,0,Chapel Hill-Carrboro Schools
17133,681308,HLTH,33,0,Chapel Hill-Carrboro Schools
17134,681308,HUMA,20,0,Chapel Hill-Carrboro Schools
17135,681308,INFO,27,0,Chapel Hill-Carrboro Schools
17136,681308,LAW,9,0,Chapel Hill-Carrboro Schools
17137,681308,STEM,1,0,Chapel Hill-Carrboro Schools
17138,681308,TRAN,6,0,Chapel Hill-Carrboro Schools
17184,681314,AAVC,44,0,Chapel Hill-Carrboro Schools
17185,681314,ARCH,11,0,Chapel Hill-Carrboro Schools
17186,681314,HLTH,48,0,Chapel Hill-Carrboro Schools
17187,681314,INFO,1,0,Chapel Hill-Carrboro Schools
17188,681314,STEM,47,0,Chapel Hill-Carrboro Schools
17218,681338,ARCH,1,0,Chapel Hill-Carrboro Schools
17263,690320,AGNR,26,0,Pamlico County Schools
17264,690320,HLTH,10,0,Pamlico County Schools
17265,690320,HUMA,3,0,Pamlico County Schools
17266,690320,LAW,2,0,Pamlico County Schools
17294,69A000,HLTH,1,1,Charter Schools
17302,700310,HUMA,2,0,Pasquotank County Schools
17344,700317,AGNR,46,1,Pasquotank County Schools
17345,700317,BMA,13,1,Pasquotank County Schools
17346,700317,HLTH,17,1,Pasquotank County Schools
17347,700317,HUMA,9,1,Pasquotank County Schools
17348,700317,LAW,2,1,Pasquotank County Schools
17349,700317,STEM,6,1,Pasquotank County Schools
17350,700317,TRAN,4,1,Pasquotank County Schools
17402,700319,AGNR,27,1,Pasquotank County Schools
17403,700319,ARCH,16,1,Pasquotank County Schools
17404,700319,BMA,4,1,Pasquotank County Schools
17405,700319,HLTH,1,1,Pasquotank County Schools
17406,700319,HUMA,29,1,Pasquotank County Schools
17407,700319,LAW,27,1,Pasquotank County Schools
17408,700319,MRKT,10,1,Pasquotank County Schools
17450,710321,AGNR,48,0,Pender County Schools
17451,710321,ARCH,31,0,Pender County Schools
17452,710321,HLTH,6,0,Pender County Schools
17453,710321,HOSP,16,0,Pender County Schools
17454,710321,HUMA,22,0,Pender County Schools
17455,710321,MANU,1,0,Pender County Schools
17456,710321,TRAN,1,0,Pender County Schools
17495,710326,AGNR,10,0,Pender County Schools
17496,710326,ARCH,20,0,Pender County Schools
17497,710326,BMA,2,0,Pender County Schools
17498,710326,HLTH,36,0,Pender County Schools
17533,710327,HUMA,1,0,Pender County Schools
17534,710327,MANU,2,0,Pender County Schools
17535,710327,STEM,3,0,Pender County Schools
17588,710342,AAVC,37,0,Pender County Schools
17589,710342,AGNR,46,0,Pender County Schools
17590,710342,ARCH,26,0,Pender County Schools
17591,710342,HLTH,63,0,Pender County Schools
17592,710342,HOSP,49,0,Pender County Schools
17593,710342,HUMA,25,0,Pender County Schools
17594,710342,MRKT,1,0,Pender County Schools
17595,710342,TRAN,2,0,Pender County Schools
17653,720316,AAVC,6,0,Perquimans County Schools
17654,720316,AGNR,51,0,Perquimans County Schools
17655,720316,ARCH,5,0,Perquimans County Schools
17656,720316,HLTH,15,0,Perquimans County Schools
17657,720316,LAW,12,0,Perquimans County Schools
17658,720316,TRAN,11,0,Perquimans County Schools
17720,730352,AGNR,16,0,Person County Schools
17721,730352,ARCH,67,0,Person County Schools
17722,730352,BMA,7,0,Person County Schools
17723,730352,HLTH,39,0,Person County Schools
17724,730352,HUMA,44,0,Person County Schools
17725,730352,LAW,16,0,Person County Schools
17726,730352,MRKT,16,0,Person County Schools
17727,730352,TRAN,16,0,Person County Schools
17798,740309,AGNR,21,0,Pitt County Schools
17799,740309,ARCH,5,0,Pitt County Schools
17800,740309,HLTH,19,0,Pitt County Schools
17801,740309,HUMA,47,0,Pitt County Schools
17802,740309,MANU,11,0,Pitt County Schools
17803,740309,STEM,18,0,Pitt County Schools
17804,740309,TRAN,5,0,Pitt County Schools
17861,740333,AAVC,4,0,Pitt County Schools
17862,740333,AGNR,14,0,Pitt County Schools
17863,740333,ARCH,33,0,Pitt County Schools
17864,740333,BMA,1,0,Pitt County Schools
17865,740333,HLTH,118,0,Pitt County Schools
17866,740333,HOSP,24,0,Pitt County Schools
17867,740333,HUMA,32,0,Pitt County Schools
17868,740333,INFO,30,0,Pitt County Schools
17869,740333,MANU,9,0,Pitt County Schools
17870,740333,TRAN,21,0,Pitt County Schools
17927,740344,AAVC,8,0,Pitt County Schools
17928,740344,AGNR,25,0,Pitt County Schools
17929,740344,ARCH,7,0,Pitt County Schools
17930,740344,HLTH,27,0,Pitt County Schools
17931,740344,HUMA,24,0,Pitt County Schools
17932,740344,INFO,1,0,Pitt County Schools
17933,740344,MANU,12,0,Pitt County Schools
17934,740344,STEM,23,0,Pitt County Schools
17935,740344,TRAN,7,0,Pitt County Schools
17991,740366,AAVC,8,0,Pitt County Schools
17992,740366,ARCH,34,0,Pitt County Schools
17993,740366,HLTH,41,0,Pitt County Schools
17994,740366,HOSP,20,0,Pitt County Schools
17995,740366,HUMA,27,0,Pitt County Schools
17996,740366,MANU,12,0,Pitt County Schools
17997,740366,STEM,6,0,Pitt County Schools
18048,740374,AGNR,3,0,Pitt County Schools
18049,740374,ARCH,11,0,Pitt County Schools
18050,740374,HLTH,24,0,Pitt County Schools
18051,740374,HUMA,52,0,Pitt County Schools
18052,740374,MANU,7,0,Pitt County Schools
18053,740374,STEM,23,0,Pitt County Schools
18109,740388,AAVC,33,0,Pitt County Schools
18110,740388,ARCH,18,0,Pitt County Schools
18111,740388,EDUC,1,0,Pitt County Schools
18112,740388,HLTH,69,0,Pitt County Schools
18113,740388,HOSP,8,0,Pitt County Schools
18114,740388,HUMA,82,0,Pitt County Schools
18115,740388,STEM,21,0,Pitt County Schools
18116,740388,TRAN,7,0,Pitt County Schools
18166,750318,AGNR,60,0,Polk County Schools
18167,750318,HLTH,37,0,Polk County Schools
18168,750318,HOSP,7,0,Polk County Schools
18169,750318,HUMA,23,0,Polk County Schools
18170,750318,LAW,6,0,Polk County Schools
18171,750318,MANU,4,0,Polk County Schools
18172,750318,STEM,7,0,Polk County Schools
18223,760318,AAVC,1,0,Randolph County Schools
18224,760318,AGNR,33,0,Randolph County Schools
18225,760318,ARCH,16,0,Randolph County Schools
18226,760318,HLTH,1,0,Randolph County Schools
18227,760318,HUMA,18,0,Randolph County Schools
18228,760318,MANU,11,0,Randolph County Schools
18274,760339,AGNR,41,0,Randolph County Schools
18275,760339,ARCH,24,0,Randolph County Schools
18276,760339,HLTH,13,0,Randolph County Schools
18277,760339,HUMA,25,0,Randolph County Schools
18328,760348,AGNR,20,0,Randolph County Schools
18329,760348,HLTH,10,0,Randolph County Schools
18330,760348,HOSP,17,0,Randolph County Schools
18331,760348,HUMA,38,0,Randolph County Schools
18332,760348,INFO,1,0,Randolph County Schools
18333,760348,MANU,42,0,Randolph County Schools
18334,760348,TRAN,26,0,Randolph County Schools
18368,760354,AAVC,1,0,Randolph County Schools
18369,760354,ARCH,1,0,Randolph County Schools
18370,760354,BMA,1,0,Randolph County Schools
18371,760354,FINA,1,0,Randolph County Schools
18372,760354,HUMA,1,0,Randolph County Schools
18373,760354,INFO,3,0,Randolph County Schools
18374,760354,TRAN,1,0,Randolph County Schools
18423,760358,AGNR,26,0,Randolph County Schools
18424,760358,ARCH,22,0,Randolph County Schools
18425,760358,HLTH,9,0,Randolph County Schools
18426,760358,HUMA,38,0,Randolph County Schools
18427,760358,INFO,8,0,Randolph County Schools
18428,760358,MANU,2,0,Randolph County Schools
18474,760380,AGNR,78,0,Randolph County Schools
18475,760380,ARCH,21,0,Randolph County Schools
18476,760380,HLTH,16,0,Randolph County Schools
18477,760380,HOSP,14,0,Randolph County Schools
18478,760380,HUMA,2,0,Randolph County Schools
18479,760380,INFO,9,0,Randolph County Schools
18480,760380,MRKT,3,0,Randolph County Schools
18532,760388,AAVC,8,0,Randolph County Schools
18533,760388,AGNR,18,0,Randolph County Schools
18534,760388,ARCH,24,0,Randolph County Schools
18535,760388,HLTH,49,0,Randolph County Schools
18536,760388,HOSP,13,0,Randolph County Schools
18537,760388,HUMA,33,0,Randolph County Schools
18538,760388,TRAN,18,0,Randolph County Schools
18603,761304,AAVC,43,0,Asheboro City Schools
18604,761304,AGNR,20,0,Asheboro City Schools
18605,761304,HLTH,31,0,Asheboro City Schools
18606,761304,HOSP,17,0,Asheboro City Schools
18607,761304,HUMA,21,0,Asheboro City Schools
18608,761304,MANU,24,0,Asheboro City Schools
18609,761304,STEM,17,0,Asheboro City Schools
18610,761304,TRAN,2,0,Asheboro City Schools
18694,770348,AAVC,30,0,Richmond County Schools
18695,770348,AGNR,10,0,Richmond County Schools
18696,770348,ARCH,17,0,Richmond County Schools
18697,770348,BMA,17,0,Richmond County Schools
18698,770348,FINA,4,0,Richmond County Schools
18699,770348,HLTH,68,0,Richmond County Schools
18700,770348,HOSP,9,0,Richmond County Schools
18701,770348,HUMA,14,0,Richmond County Schools
18702,770348,LAW,17,0,Richmond County Schools
18703,770348,MANU,9,0,Richmond County Schools
18704,770348,MRKT,6,0,Richmond County Schools
18705,770348,STEM,12,0,Richmond County Schools
18706,770348,TRAN,5,0,Richmond County Schools
18755,770349,ARCH,1,0,Richmond County Schools
18756,770349,BMA,3,0,Richmond County Schools
18757,770349,FINA,1,0,Richmond County Schools
18758,770349,LAW,1,0,Richmond County Schools
18759,770349,MANU,3,0,Richmond County Schools
18760,770349,STEM,5,0,Richmond County Schools
18815,780325,AAVC,1,1,Robeson County Schools
18816,780325,AGNR,29,1,Robeson County Schools
18817,780325,ARCH,4,1,Robeson County Schools
18818,780325,HLTH,51,1,Robeson County Schools
18819,780325,HOSP,6,1,Robeson County Schools
18820,780325,INFO,1,1,Robeson County Schools
18821,780325,MANU,2,1,Robeson County Schools
18882,780342,AAVC,33,1,Robeson County Schools
18883,780342,AGNR,34,1,Robeson County Schools
18884,780342,ARCH,4,1,Robeson County Schools
18885,780342,BMA,24,1,Robeson County Schools
18886,780342,HLTH,39,1,Robeson County Schools
18887,780342,HOSP,14,1,Robeson County Schools
18888,780342,HUMA,80,1,Robeson County Schools
18889,780342,INFO,1,1,Robeson County Schools
18890,780342,LAW,3,1,Robeson County Schools
18891,780342,MANU,2,1,Robeson County Schools
18892,780342,TRAN,1,1,Robeson County Schools
18935,780385,BMA,10,1,Robeson County Schools
18936,780385,EDUC,1,1,Robeson County Schools
18937,780385,INFO,3,1,Robeson County Schools
18938,780385,STEM,1,1,Robeson County Schools
18992,780391,AAVC,5,1,Robeson County Schools
18993,780391,AGNR,24,1,Robeson County Schools
18994,780391,ARCH,4,1,Robeson County Schools
18995,780391,BMA,46,1,Robeson County Schools
18996,780391,HLTH,17,1,Robeson County Schools
18997,780391,HUMA,70,1,Robeson County Schools
18998,780391,INFO,3,1,Robeson County Schools
18999,780391,LAW,1,1,Robeson County Schools
19000,780391,MANU,4,1,Robeson County Schools
19001,780391,MRKT,50,1,Robeson County Schools
19060,780401,AGNR,35,1,Robeson County Schools
19061,780401,ARCH,2,1,Robeson County Schools
19062,780401,BMA,8,1,Robeson County Schools
19063,780401,HLTH,14,1,Robeson County Schools
19064,780401,HOSP,10,1,Robeson County Schools
19065,780401,HUMA,79,1,Robeson County Schools
19066,780401,INFO,15,1,Robeson County Schools
19067,780401,MANU,4,1,Robeson County Schools
19068,780401,MRKT,5,1,Robeson County Schools
19069,780401,STEM,1,1,Robeson County Schools
19130,780420,AAVC,10,1,Robeson County Schools
19131,780420,AGNR,69,1,Robeson County Schools
19132,780420,ARCH,10,1,Robeson County Schools
19133,780420,HLTH,71,1,Robeson County Schools
19134,780420,HUMA,82,1,Robeson County Schools
19135,780420,INFO,2,1,Robeson County Schools
19136,780420,LAW,4,1,Robeson County Schools
19137,780420,MANU,2,1,Robeson County Schools
19138,780420,STEM,4,1,Robeson County Schools
19139,780420,TRAN,4,1,Robeson County Schools
19192,790314,AAVC,5,0,Rockingham County Schools
19193,790314,AGNR,3,0,Rockingham County Schools
19194,790314,ARCH,5,0,Rockingham County Schools
19195,790314,HLTH,20,0,Rockingham County Schools
19196,790314,HOSP,5,0,Rockingham County Schools
19197,790314,HUMA,21,0,Rockingham County Schools
19198,790314,LAW,1,0,Rockingham County Schools
19199,790314,STEM,19,0,Rockingham County Schools
19251,790354,AAVC,9,0,Rockingham County Schools
19252,790354,HLTH,50,0,Rockingham County Schools
19253,790354,HOSP,14,0,Rockingham County Schools
19254,790354,HUMA,49,0,Rockingham County Schools
19255,790354,STEM,10,0,Rockingham County Schools
19256,790354,TRAN,10,0,Rockingham County Schools
19299,790366,AAVC,36,1,Rockingham County Schools
19300,790366,ARCH,10,1,Rockingham County Schools
19301,790366,HLTH,10,1,Rockingham County Schools
19302,790366,HOSP,17,1,Rockingham County Schools
19303,790366,HUMA,4,1,Rockingham County Schools
19304,790366,LAW,2,1,Rockingham County Schools
19360,790378,AAVC,8,0,Rockingham County Schools
19361,790378,AGNR,15,0,Rockingham County Schools
19362,790378,ARCH,1,0,Rockingham County Schools
19363,790378,HLTH,26,0,Rockingham County Schools
19364,790378,HOSP,26,0,Rockingham County Schools
19365,790378,HUMA,8,0,Rockingham County Schools
19366,790378,LAW,28,0,Rockingham County Schools
19367,790378,TRAN,13,0,Rockingham County Schools
19396,790379,LAW,2,0,Rockingham County Schools
19397,790379,MANU,1,0,Rockingham County Schools
19466,800340,AGNR,26,0,Rowan-Salisbury Schools
19467,800340,ARCH,35,0,Rowan-Salisbury Schools
19468,800340,BMA,8,0,Rowan-Salisbury Schools
19469,800340,HLTH,17,0,Rowan-Salisbury Schools
19470,800340,HOSP,3,0,Rowan-Salisbury Schools
19471,800340,HUMA,49,0,Rowan-Salisbury Schools
19472,800340,INFO,4,0,Rowan-Salisbury Schools
19519,800361,AGNR,23,0,Rowan-Salisbury Schools
19520,800361,ARCH,12,0,Rowan-Salisbury Schools
19521,800361,HLTH,20,0,Rowan-Salisbury Schools
19522,800361,HOSP,3,0,Rowan-Salisbury Schools
19523,800361,HUMA,55,0,Rowan-Salisbury Schools
19524,800361,LAW,1,0,Rowan-Salisbury Schools
19525,800361,MANU,24,0,Rowan-Salisbury Schools
19574,800376,AAVC,1,0,Rowan-Salisbury Schools
19575,800376,ARCH,2,0,Rowan-Salisbury Schools
19576,800376,EDUC,1,0,Rowan-Salisbury Schools
19577,800376,HLTH,10,0,Rowan-Salisbury Schools
19578,800376,HUMA,2,0,Rowan-Salisbury Schools
19579,800376,TRAN,1,0,Rowan-Salisbury Schools
19628,800396,HLTH,13,0,Rowan-Salisbury Schools
19629,800396,HOSP,20,0,Rowan-Salisbury Schools
19630,800396,HUMA,17,0,Rowan-Salisbury Schools
19631,800396,INFO,1,0,Rowan-Salisbury Schools
19632,800396,LAW,2,0,Rowan-Salisbury Schools
19633,800396,MANU,1,0,Rowan-Salisbury Schools
19685,800400,AAVC,52,0,Rowan-Salisbury Schools
19686,800400,AGNR,33,0,Rowan-Salisbury Schools
19687,800400,ARCH,29,0,Rowan-Salisbury Schools
19688,800400,HLTH,18,0,Rowan-Salisbury Schools
19689,800400,HOSP,43,0,Rowan-Salisbury Schools
19690,800400,HUMA,4,0,Rowan-Salisbury Schools
19691,800400,INFO,1,0,Rowan-Salisbury Schools
19692,800400,MANU,17,0,Rowan-Salisbury Schools
19693,800400,TRAN,1,0,Rowan-Salisbury Schools
19744,800408,AAVC,20,0,Rowan-Salisbury Schools
19745,800408,AGNR,86,0,Rowan-Salisbury Schools
19746,800408,ARCH,27,0,Rowan-Salisbury Schools
19747,800408,HLTH,10,0,Rowan-Salisbury Schools
19748,800408,HUMA,1,0,Rowan-Salisbury Schools
19749,800408,STEM,1,0,Rowan-Salisbury Schools
19801,810324,AAVC,10,0,Rutherford County Schools
19802,810324,AGNR,26,0,Rutherford County Schools
19803,810324,ARCH,15,0,Rutherford County Schools
19804,810324,FINA,1,0,Rutherford County Schools
19805,810324,HLTH,11,0,Rutherford County Schools
19806,810324,HOSP,13,0,Rutherford County Schools
19807,810324,HUMA,51,0,Rutherford County Schools
19808,810324,LAW,3,0,Rutherford County Schools
19809,810324,MANU,1,0,Rutherford County Schools
19866,810340,AGNR,14,0,Rutherford County Schools
19867,810340,ARCH,9,0,Rutherford County Schools
19868,810340,HLTH,18,0,Rutherford County Schools
19869,810340,HOSP,8,0,Rutherford County Schools
19870,810340,HUMA,55,0,Rutherford County Schools
19871,810340,LAW,4,0,Rutherford County Schools
19872,810340,MANU,5,0,Rutherford County Schools
19873,810340,STEM,1,0,Rutherford County Schools
19874,810340,TRAN,8,0,Rutherford County Schools
19932,810384,AGNR,9,0,Rutherford County Schools
19933,810384,ARCH,26,0,Rutherford County Schools
19934,810384,BMA,6,0,Rutherford County Schools
19935,810384,HLTH,16,0,Rutherford County Schools
19936,810384,HOSP,7,0,Rutherford County Schools
19937,810384,HUMA,31,0,Rutherford County Schools
19938,810384,LAW,1,0,Rutherford County Schools
19939,810384,STEM,3,0,Rutherford County Schools
19940,810384,TRAN,12,0,Rutherford County Schools
20014,820324,ARCH,1,1,Sampson County Schools
20015,820324,HLTH,1,1,Sampson County Schools
20016,820324,MANU,3,1,Sampson County Schools
20017,820324,STEM,1,1,Sampson County Schools
20058,820348,AGNR,29,1,Sampson County Schools
20059,820348,BMA,10,1,Sampson County Schools
20060,820348,EDUC,1,1,Sampson County Schools
20061,820348,HLTH,17,1,Sampson County Schools
20062,820348,HUMA,19,1,Sampson County Schools
20100,820349,AGNR,21,1,Sampson County Schools
20101,820349,ARCH,11,1,Sampson County Schools
20102,820349,BMA,1,1,Sampson County Schools
20103,820349,EDUC,1,1,Sampson County Schools
20104,820349,HUMA,34,1,Sampson County Schools
20151,820352,AGNR,46,1,Sampson County Schools
20152,820352,ARCH,14,1,Sampson County Schools
20153,820352,BMA,32,1,Sampson County Schools
20154,820352,HOSP,17,1,Sampson County Schools
20155,820352,HUMA,41,1,Sampson County Schools
20156,820352,MRKT,12,1,Sampson County Schools
20157,820352,STEM,20,1,Sampson County Schools
20158,820352,TRAN,11,1,Sampson County Schools
20203,820388,AAVC,6,1,Sampson County Schools
20204,820388,AGNR,37,1,Sampson County Schools
20205,820388,HUMA,54,1,Sampson County Schools
20206,820388,STEM,19,1,Sampson County Schools
20261,821308,AAVC,5,0,Clinton City Schools
20262,821308,AGNR,26,0,Clinton City Schools
20263,821308,HLTH,34,0,Clinton City Schools
20264,821308,HOSP,26,0,Clinton City Schools
20265,821308,HUMA,37,0,Clinton City Schools
20266,821308,LAW,35,0,Clinton City Schools
20267,821308,STEM,13,0,Clinton City Schools
20299,830316,BMA,2,0,Scotland County Schools
20300,830316,HOSP,3,0,Scotland County Schools
20350,830343,AAVC,18,0,Scotland County Schools
20351,830343,AGNR,5,0,Scotland County Schools
20352,830343,ARCH,28,0,Scotland County Schools
20353,830343,HLTH,68,0,Scotland County Schools
20354,830343,HOSP,35,0,Scotland County Schools
20355,830343,LAW,38,0,Scotland County Schools
20356,830343,MANU,4,0,Scotland County Schools
20357,830343,MRKT,9,0,Scotland County Schools
20358,830343,STEM,13,0,Scotland County Schools
20359,830343,TRAN,18,0,Scotland County Schools
20412,840302,ARCH,1,0,Stanly County Schools
20413,840302,HLTH,35,0,Stanly County Schools
20414,840302,HUMA,18,0,Stanly County Schools
20415,840302,LAW,15,0,Stanly County Schools
20416,840302,MANU,31,0,Stanly County Schools
20417,840302,TRAN,1,0,Stanly County Schools
20469,840332,AAVC,6,0,Stanly County Schools
20470,840332,AGNR,22,0,Stanly County Schools
20471,840332,ARCH,13,0,Stanly County Schools
20472,840332,HLTH,57,0,Stanly County Schools
20473,840332,HUMA,49,0,Stanly County Schools
20474,840332,LAW,1,0,Stanly County Schools
20475,840332,MANU,12,0,Stanly County Schools
20476,840332,STEM,10,0,Stanly County Schools
20525,840356,ARCH,7,0,Stanly County Schools
20526,840356,HLTH,17,0,Stanly County Schools
20527,840356,HUMA,33,0,Stanly County Schools
20528,840356,LAW,1,0,Stanly County Schools
20529,840356,MANU,8,0,Stanly County Schools
20530,840356,STEM,5,0,Stanly County Schools
20531,840356,TRAN,2,0,Stanly County Schools
20570,840361,BMA,3,0,Stanly County Schools
20571,840361,INFO,1,0,Stanly County Schools
20572,840361,MANU,1,0,Stanly County Schools
20623,840368,AAVC,5,0,Stanly County Schools
20624,840368,AGNR,6,0,Stanly County Schools
20625,840368,ARCH,9,0,Stanly County Schools
20626,840368,FINA,3,0,Stanly County Schools
20627,840368,HLTH,33,0,Stanly County Schools
20628,840368,HUMA,23,0,Stanly County Schools
20629,840368,MANU,30,0,Stanly County Schools
20630,840368,TRAN,14,0,Stanly County Schools
20662,840370,HUMA,3,1,Stanly County Schools
20710,850324,AGNR,1,1,Stokes County Schools
20757,850332,AAVC,9,0,Stokes County Schools
20758,850332,AGNR,16,0,Stokes County Schools
20759,850332,ARCH,2,0,Stokes County Schools
20760,850332,HLTH,16,0,Stokes County Schools
20761,850332,HUMA,3,0,Stokes County Schools
20762,850332,TRAN,6,0,Stokes County Schools
20805,850352,AGNR,12,0,Stokes County Schools
20806,850352,ARCH,4,0,Stokes County Schools
20807,850352,EDUC,9,0,Stokes County Schools
20808,850352,HLTH,19,0,Stokes County Schools
20809,850352,HUMA,30,0,Stokes County Schools
20810,850352,INFO,6,0,Stokes County Schools
20811,850352,TRAN,4,0,Stokes County Schools
20862,850358,AAVC,12,0,Stokes County Schools
20863,850358,AGNR,10,0,Stokes County Schools
20864,850358,ARCH,28,0,Stokes County Schools
20865,850358,BMA,1,0,Stokes County Schools
20866,850358,EDUC,1,0,Stokes County Schools
20867,850358,HLTH,38,0,Stokes County Schools
20868,850358,HUMA,15,0,Stokes County Schools
20869,850358,MRKT,1,0,Stokes County Schools
20893,850360,EDUC,6,0,Stokes County Schools
20945,860316,AAVC,29,0,Surry County Schools
20946,860316,AGNR,9,0,Surry County Schools
20947,860316,ARCH,25,0,Surry County Schools
20948,860316,BMA,5,0,Surry County Schools
20949,860316,HLTH,35,0,Surry County Schools
20950,860316,HOSP,11,0,Surry County Schools
20951,860316,HUMA,7,0,Surry County Schools
20952,860316,INFO,1,0,Surry County Schools
20953,860316,MANU,2,0,Surry County Schools
20954,860316,STEM,11,0,Surry County Schools
21015,860336,AAVC,9,0,Surry County Schools
21016,860336,AGNR,27,0,Surry County Schools
21017,860336,ARCH,7,0,Surry County Schools
21018,860336,BMA,4,0,Surry County Schools
21019,860336,EDUC,8,0,Surry County Schools
21020,860336,HLTH,21,0,Surry County Schools
21021,860336,HUMA,40,0,Surry County Schools
21022,860336,MANU,4,0,Surry County Schools
21023,860336,STEM,19,0,Surry County Schools
21024,860336,TRAN,3,0,Surry County Schools
21087,860352,AAVC,15,0,Surry County Schools
21088,860352,AGNR,11,0,Surry County Schools
21089,860352,ARCH,1,0,Surry County Schools
21090,860352,HLTH,35,0,Surry County Schools
21091,860352,HOSP,17,0,Surry County Schools
21092,860352,HUMA,66,0,Surry County Schools
21093,860352,LAW,2,0,Surry County Schools
21094,860352,MANU,3,0,Surry County Schools
21095,860352,TRAN,1,0,Surry County Schools
21140,860354,ARCH,4,0,Surry County Schools
21141,860354,BMA,4,0,Surry County Schools
21142,860354,FINA,2,0,Surry County Schools
21143,860354,HLTH,2,0,Surry County Schools
21144,860354,INFO,2,0,Surry County Schools
21145,860354,LAW,3,0,Surry County Schools
21146,860354,MANU,4,0,Surry County Schools
21147,860354,STEM,1,0,Surry County Schools
21148,860354,TRAN,3,0,Surry County Schools
21196,861308,AAVC,8,0,Elkin City Schools
21197,861308,AGNR,9,0,Elkin City Schools
21198,861308,BMA,17,0,Elkin City Schools
21199,861308,HLTH,15,0,Elkin City Schools
21200,861308,HOSP,1,0,Elkin City Schools
21201,861308,HUMA,29,0,Elkin City Schools
21202,861308,INFO,1,0,Elkin City Schools
21203,861308,STEM,13,0,Elkin City Schools
21251,862312,AAVC,9,0,Mount Airy City Schools
21252,862312,ARCH,5,0,Mount Airy City Schools
21253,862312,BMA,4,0,Mount Airy City Schools
21254,862312,EDUC,1,0,Mount Airy City Schools
21255,862312,HLTH,17,0,Mount Airy City Schools
21256,862312,HUMA,8,0,Mount Airy City Schools
21257,862312,MANU,23,0,Mount Airy City Schools
21306,870314,AAVC,11,0,Swain County Schools
21307,870314,AGNR,7,0,Swain County Schools
21308,870314,ARCH,1,0,Swain County Schools
21309,870314,HLTH,22,0,Swain County Schools
21310,870314,HUMA,13,0,Swain County Schools
21311,870314,MANU,3,0,Swain County Schools
21312,870314,STEM,16,0,Swain County Schools
21313,870314,TRAN,4,0,Swain County Schools
21370,880308,AAVC,11,0,Transylvania County Schools
21371,880308,AGNR,22,0,Transylvania County Schools
21372,880308,ARCH,21,0,Transylvania County Schools
21373,880308,HLTH,15,0,Transylvania County Schools
21374,880308,MANU,7,0,Transylvania County Schools
21375,880308,STEM,19,0,Transylvania County Schools
21376,880308,TRAN,3,0,Transylvania County Schools
21424,880320,HLTH,1,0,Transylvania County Schools
21425,880320,MANU,1,0,Transylvania County Schools
21426,880320,TRAN,6,0,Transylvania County Schools
21471,880328,AGNR,9,0,Transylvania County Schools
21472,880328,ARCH,14,0,Transylvania County Schools
21473,880328,HLTH,7,0,Transylvania County Schools
21474,880328,HOSP,6,0,Transylvania County Schools
21475,880328,MANU,5,0,Transylvania County Schools
21476,880328,TRAN,4,0,Transylvania County Schools
21513,890304,AGNR,6,1,Tyrrell County Schools
21514,890304,HLTH,14,1,Tyrrell County Schools
21515,890304,MANU,6,1,Tyrrell County Schools
21567,900311,AAVC,18,0,Union County Public Schools
21568,900311,AGNR,45,0,Union County Public Schools
21569,900311,ARCH,14,0,Union County Public Schools
21570,900311,BMA,3,0,Union County Public Schools
21571,900311,FINA,18,0,Union County Public Schools
21572,900311,HLTH,47,0,Union County Public Schools
21573,900311,HOSP,19,0,Union County Public Schools
21574,900311,HUMA,2,0,Union County Public Schools
21575,900311,INFO,1,0,Union County Public Schools
21576,900311,LAW,1,0,Union County Public Schools
21577,900311,STEM,10,0,Union County Public Schools
21633,900316,AAVC,13,0,Union County Public Schools
21634,900316,AGNR,24,0,Union County Public Schools
21635,900316,ARCH,13,0,Union County Public Schools
21636,900316,HLTH,6,0,Union County Public Schools
21637,900316,HOSP,6,0,Union County Public Schools
21638,900316,HUMA,2,0,Union County Public Schools
21639,900316,STEM,4,0,Union County Public Schools
21640,900316,TRAN,12,0,Union County Public Schools
21694,900336,AGNR,14,0,Union County Public Schools
21695,900336,ARCH,16,0,Union County Public Schools
21696,900336,HUMA,1,0,Union County Public Schools
21697,900336,INFO,1,0,Union County Public Schools
21698,900336,MANU,1,0,Union County Public Schools
21699,900336,STEM,4,0,Union County Public Schools
21752,900342,AAVC,11,0,Union County Public Schools
21753,900342,AGNR,23,0,Union County Public Schools
21754,900342,ARCH,10,0,Union County Public Schools
21755,900342,BMA,5,0,Union County Public Schools
21756,900342,FINA,5,0,Union County Public Schools
21757,900342,HLTH,32,0,Union County Public Schools
21758,900342,HOSP,47,0,Union County Public Schools
21759,900342,HUMA,1,0,Union County Public Schools
21760,900342,INFO,8,0,Union County Public Schools
21761,900342,STEM,7,0,Union County Public Schools
21762,900342,TRAN,2,0,Union County Public Schools
21813,900344,AGNR,31,0,Union County Public Schools
